City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,solleftea,63.1667,17.2667,273.07,95,95,2.35,SE,1737737676
296,nikol'sk,53.7189,46.0712,261.22,96,100,2.63,RU,1737737678
297,puerto gaitan,4.3133,-72.0816,302.46,51,96,4.29,CO,1737737679
298,kegen,43.0197,79.2203,250.08,83,10,2.91,KZ,1737737680
299,ladario,-19.0047,-57.6017,308.31,43,40,4.12,BR,1737737681
300,sosnovo-ozerskoye,52.5249,111.5418,256.34,88,100,3.14,RU,1737737682
301,gazojak,41.1875,61.4036,272.57,44,100,4.95,TM,1737737683
302,isla vista,34.4133,-119.861,293.4,22,37,1.56,US,1737737684
303,hamina,60.5697,27.1979,275.55,89,99,5.95,FI,1737737686
304,stornoway,58.2093,-6.3865,279.87,92,75,5.14,GB,1737737687
305,sitka,57.0531,-135.33,280.09,81,100,5.14,US,1737737688
306,khadzhalmakhi,42.42,47.1821,274.92,90,100,0.83,RU,1737737689
307,cooma,-36.2333,149.1333,282.59,87,0,0.32,AU,1737737690
308,susuman,62.7833,148.1667,236.12,100,78,1.03,RU,1737737691
309,muntok,-2.0667,105.1833,299.0,88,95,3.5,ID,1737737693
310,arraial do cabo,-22.9661,-42.0278,304.13,70,40,7.72,BR,1737737694
311,valparaiso,-33.0393,-71.6273,304.28,40,0,6.17,CL,1737737695
312,puerto deseado,-47.7503,-65.8938,294.59,30,6,8.28,AR,1737737696
313,chunskiy,56.0815,99.6342,250.47,89,100,4.03,RU,1737737697
314,vorgashor,67.5833,63.95,252.22,100,96,1.47,RU,1737737698
315,taroa,8.7058,171.2275,299.69,77,93,9.98,MH,1737737699
316,kudat,6.8837,116.8477,298.31,94,44,1.54,MY,1737737701
317,maevatanana,-13.8831,48.5289,297.32,98,92,0.57,MG,1737737702
318,kembe,4.6228,21.8865,301.74,19,88,1.23,CF,1737737703
319,tambacounda,13.7539,-13.7586,310.18,20,0,2.06,SN,1737737704
320,boyolangu,-8.1181,111.8935,297.56,92,100,0.71,ID,1737737705
321,iwanai,42.9744,140.5089,273.19,92,76,2.32,JP,1737737706
322,horta,38.5333,-28.6333,287.95,80,40,9.26,PT,1737737707
323,nikolayevsk-on-amure,53.1406,140.73,252.73,99,65,1.71,RU,1737737709
324,la ronge,55.1001,-105.2842,267.29,79,100,10.8,CA,1737737710
325,quintanar del rey,39.3382,-1.9389,286.27,62,0,5.53,ES,1737737711
326,baijiantan,45.6333,85.1833,256.19,82,100,5.18,CN,1737737712
327,nago,26.5881,127.9761,291.32,90,19,3.3,JP,1737737713
328,lompoc,34.6391,-120.4579,289.34,34,20,1.54,US,1737737714
329,happy valley-goose bay,53.3168,-60.3315,259.32,51,75,5.66,CA,1737737716
330,cannonvale,-20.2833,148.7,298.81,83,73,2.65,AU,1737737718
331,kzyltu,53.6364,72.3414,256.72,75,100,6.69,KZ,1737737720
332,cardigan,52.0847,-4.6591,279.2,72,75,5.59,GB,1737737721
333,guerrero negro,27.9769,-114.0611,290.49,13,3,0.34,MX,1737737722
334,hasaki,35.7333,140.8333,282.33,85,99,8.46,JP,1737737723
335,la union,-5.4,-80.75,303.22,41,61,3.26,PE,1737737724
336,labuan,5.2767,115.2417,297.35,100,75,0.0,MY,1737737726
337,aldama,22.9167,-98.0667,284.97,41,100,2.6,MX,1737737728
338,chonchi,-42.6128,-73.8092,291.1,50,89,0.93,CL,1737737729
339,nouadhibou,20.931,-17.0347,295.14,60,0,8.75,MR,1737737730
340,wuyang,31.9925,116.2472,279.75,91,100,5.23,CN,1737737731
341,sleman,-7.7156,110.3556,296.4,93,100,2.37,ID,1737737732
342,bubaque,11.2833,-15.8333,297.55,67,24,6.85,GW,1737737733
343,whitby,54.4877,-0.615,280.03,64,43,5.81,GB,1737737734
344,marbella,36.5154,-4.8858,289.74,70,0,1.53,ES,1737737736
345,cassilandia,-19.1133,-51.7342,307.59,43,76,1.33,BR,1737737737
346,thunder bay,48.4001,-89.3168,251.14,77,75,2.06,CA,1737737738
347,plav,42.5969,19.9456,279.73,94,90,1.01,ME,1737737739
348,cotton ground,17.1667,-62.6167,301.5,78,75,7.2,KN,1737737740
349,tidjikja,18.5564,-11.4271,305.54,9,51,1.34,MR,1737737741
350,suzemka,52.3178,34.0689,273.22,98,100,2.92,RU,1737737743
351,kousa,25.9141,32.7636,296.2,21,0,4.32,EG,1737737744
352,buta,2.7858,24.73,300.49,31,46,0.29,CD,1737737745
353,pimentel,-6.8367,-79.9342,297.31,69,0,5.14,PE,1737737746
354,bandarbeyla,9.4942,50.8122,296.6,70,18,10.19,SO,1737737747
355,tomah,43.9786,-90.504,260.03,66,0,0.0,US,1737737748
356,kusheriki,10.5328,6.4422,306.57,13,53,3.33,NG,1737737750
357,sao felix do xingu,-6.6447,-51.995,303.58,60,56,1.22,BR,1737737751
358,al jahra',29.3375,47.6581,289.73,47,33,3.72,KW,1737737752
359,fang,19.9169,99.2145,290.04,53,2,0.84,TH,1737737753
360,fort mcmurray,56.7268,-111.381,266.92,67,100,9.77,CA,1737737501
361,afif,23.9065,42.9172,292.84,34,26,3.28,SA,1737737755
362,anadyr,64.75,177.4833,247.59,75,100,14.75,RU,1737737756
363,cadillac,44.2519,-85.4012,263.1,85,100,3.6,US,1737737758
364,itoman,26.1247,127.6694,292.64,94,100,3.09,JP,1737737759
365,"laikit, laikit ii (dimembe)",1.4792,124.9735,296.62,100,40,0.51,ID,1737737760
366,babat,-7.1128,112.1635,297.01,97,100,1.59,ID,1737737761
367,ugoofaaru,5.6667,73.0,299.88,82,81,7.3,MV,1737737762
368,port lincoln,-34.7333,135.8667,290.93,81,72,3.74,AU,1737737763
369,shache,38.4167,77.2406,270.73,34,0,2.48,CN,1737737766
370,staryy malgobek,43.5442,44.5894,277.55,77,100,1.66,RU,1737737768
371,turpan,42.9333,89.1667,268.64,75,100,1.04,CN,1737737769
372,kapoeta,4.7717,33.5903,306.14,23,64,3.09,SS,1737737770
373,puerto baquerizo moreno,-0.9,-89.6,300.7,74,40,5.66,EC,1737737772
374,enriquillo,17.9,-71.2333,302.0,57,7,5.62,DO,1737737773
375,kearney,40.6995,-99.0815,277.22,45,100,4.02,US,1737737774
376,natchitoches,31.7668,-93.1335,280.14,42,0,0.0,US,1737737775
377,lagoa,39.05,-27.9833,287.28,62,97,11.38,PT,1737737776
378,funafuti,-8.5243,179.1942,302.15,84,40,3.09,TV,1737737777
379,mata-utu,-13.2816,-176.1745,301.02,78,47,6.2,WF,1737737779
380,mcrae,32.068,-82.9007,279.26,62,49,3.3,US,1737737780
381,santa elena de uairen,4.6167,-61.1333,295.77,74,97,1.79,VE,1737737781
382,flekkefjord,58.2971,6.6607,277.61,78,97,9.24,NO,1737737782
383,northam,51.0333,-4.2167,281.37,71,100,0.89,GB,1737737783
384,totness,5.8833,-56.3167,300.15,79,75,5.27,SR,1737737784
385,lautoka,-17.6167,177.4667,298.07,88,40,2.57,FJ,1737737785
386,erbil,36.1926,44.0106,282.05,49,46,3.09,IQ,1737737787
387,kapa'a,22.0752,-159.319,286.33,94,0,2.57,US,1737737788
388,phitsanulok,16.9167,100.5,297.03,45,99,1.81,TH,1737737789
389,greenville,35.6127,-77.3663,277.11,57,0,0.0,US,1737737790
390,kayenta,36.7278,-110.2546,273.24,14,0,2.38,US,1737737791
391,sur,22.5667,59.5289,292.92,45,0,4.71,OM,1737737792
392,zhanaozen,43.3,52.8,273.69,58,98,6.65,KZ,1737737794
393,mwene-ditu,-7.0,23.45,292.68,93,83,1.45,CD,1737737795
394,hami,42.8,93.45,266.27,32,100,5.54,CN,1737737796
395,nema,57.5067,50.5011,260.75,97,97,2.95,RU,1737737797
396,north bend,43.4065,-124.2243,276.1,93,0,2.06,US,1737737798
397,ulaangom,49.9811,92.0667,250.58,62,44,3.12,MN,1737737799
398,tura,25.5198,90.2201,287.77,55,2,1.02,IN,1737737800
399,jayapura,-2.5333,140.7,297.81,92,81,0.58,ID,1737737802
400,medvezh'yegorsk,62.9167,34.4667,272.79,99,100,3.29,RU,1737737803
401,ismailia,30.6043,32.2723,291.19,48,0,3.6,EG,1737737804
402,bhawanipatna,19.9,83.1667,293.67,34,0,2.25,IN,1737737805
403,wellston,39.1234,-82.5329,270.09,63,60,2.45,US,1737737806
404,chern',53.4523,36.9145,270.53,92,88,2.97,RU,1737737807
405,nagqu,31.5,92.0,263.47,16,0,1.12,CN,1737737809
406,sao jose da coroa grande,-8.8978,-35.1478,302.18,61,0,4.25,BR,1737737810
407,nova vicosa,-17.8919,-39.3719,302.46,65,44,4.82,BR,1737737811
408,brenham,30.1669,-96.3977,284.72,35,0,1.89,US,1737737812
409,great falls,47.5002,-111.3008,270.4,93,100,4.63,US,1737737813
410,kruisfontein,-34.0033,24.7314,296.02,62,0,3.66,ZA,1737737814
411,villa gesell,-37.2639,-56.973,300.84,59,40,4.13,AR,1737737815
412,wenzhou,27.9994,120.6668,286.5,74,58,0.59,CN,1737737817
413,saint-francois,46.4154,3.9054,286.29,66,0,3.6,FR,1737737818
414,sinop,41.7711,34.8709,278.75,75,64,2.69,TR,1737737819
415,fortuna,40.5982,-124.1573,279.25,100,100,1.54,US,1737737820
416,rongelap,11.1635,166.8941,299.56,75,61,8.52,MH,1737737821
417,howard springs,-12.497,131.047,299.1,100,100,2.72,AU,1737737822
418,pacasmayo,-7.4006,-79.5714,296.77,70,89,5.0,PE,1737737823
419,chibougamau,49.9168,-74.3659,252.94,84,100,5.66,CA,1737737825
420,gasteiz / vitoria,42.85,-2.6667,286.18,68,20,4.63,ES,1737737826
421,letpandan,17.7833,95.75,292.45,59,100,2.7,MM,1737737827
422,rio grande,-32.035,-52.0986,297.79,75,97,1.12,BR,1737737828
423,capiovi,-26.93,-55.0608,295.42,100,100,1.0,AR,1737737829
424,palmer,42.1584,-72.3287,273.1,53,24,1.34,US,1737737830
425,laguna,38.421,-121.4238,279.88,82,0,0.0,US,1737737832
426,toma,12.7667,-2.8833,308.38,7,70,4.69,BF,1737737833
427,mahibadhoo,3.7833,72.9667,299.85,80,100,3.3,MV,1737737834
428,molde,62.7375,7.1591,274.06,86,0,7.72,NO,1737737835
429,borovskoy,53.8,64.15,257.03,76,100,7.08,KZ,1737737837
430,bridlington,54.0831,-0.1919,281.11,53,42,4.92,GB,1737737838
431,karratha,-20.7377,116.8463,303.89,76,2,5.74,AU,1737737818
432,altai,46.3722,96.2583,249.13,94,96,1.12,MN,1737737840
433,sao joao da barra,-21.6403,-41.0511,305.2,86,62,6.45,BR,1737737841
434,west island,-12.1568,96.8225,301.14,74,75,2.57,CC,1737737842
435,kidal,18.4411,1.4078,301.46,8,15,4.75,ML,1737737843
436,pratt,37.6439,-98.7376,272.27,69,0,4.63,US,1737737845
437,anloga,5.7947,0.8973,301.54,75,20,6.16,GH,1737737846
438,alice springs,-23.7,133.8833,301.9,23,8,4.12,AU,1737737847
439,port sudan,19.6175,37.2164,296.82,59,0,5.0,SD,1737737848
440,puerto cabezas,14.0351,-83.3888,301.13,83,40,6.17,NI,1737737849
441,kashgar,39.4547,75.9797,272.71,15,0,4.0,CN,1737737850
442,djibouti,11.5,42.5,294.39,63,1,6.63,DJ,1737737853
443,tchintabaraden,15.8969,5.7985,301.49,10,5,5.02,NE,1737737854
444,labytnangi,66.6572,66.4183,252.15,93,100,1.75,RU,1737737855
445,ponta delgada,37.7333,-25.6667,289.55,72,40,6.17,PT,1737737856
446,horqueta,-23.3428,-57.0597,313.09,24,86,3.37,PY,1737737857
447,pitiquito,30.7,-112.0833,285.97,8,99,3.32,MX,1737737858
448,abepura,-2.6333,140.5833,297.6,100,20,1.03,ID,1737737860
449,gargalianoi,37.0667,21.6333,285.98,83,94,1.23,GR,1737737861
450,george town,5.4112,100.3354,298.12,93,40,2.06,MY,1737737676
451,ha'il,27.5219,41.6907,288.16,23,0,4.12,SA,1737737863
452,prince rupert,54.3161,-130.3201,278.98,93,100,5.14,CA,1737737864
453,igarka,67.4667,86.5833,243.21,98,99,5.28,RU,1737737865
454,orsha,54.5153,30.4053,273.83,98,100,4.0,BY,1737737866
455,dolores,-36.3132,-57.6792,309.63,27,21,4.98,AR,1737737868
456,luderitz,-26.6481,15.1594,295.38,69,5,6.74,NA,1737737869
457,shimokizukuri,40.8061,140.3861,275.66,88,92,2.71,JP,1737737870
458,miarinarivo,-18.956,46.9067,291.79,95,99,1.53,MG,1737737871
459,visakhapatnam,17.69,83.2093,294.09,100,40,1.03,IN,1737737872
460,san juan de uraba,8.7592,-76.5297,302.7,67,4,3.57,CO,1737737873
461,volchikha,52.0333,80.3833,247.08,92,46,4.06,RU,1737737875
462,brasilia,-15.7797,-47.9297,301.66,51,75,4.12,BR,1737737876
463,el bayadh,33.6832,1.0193,285.22,34,0,4.3,DZ,1737737877
464,dalhart,36.0595,-102.5133,273.42,54,0,4.63,US,1737737878
465,kyshtovka,56.555,76.6271,257.39,94,100,8.45,RU,1737737879
466,toliara,-23.35,43.6667,297.54,92,100,2.34,MG,1737737880
467,craon,47.8469,-0.9493,284.47,85,100,9.7,FR,1737737881
468,botou,38.0667,116.5667,273.0,87,66,3.65,CN,1737737883
469,la'ie,21.6477,-157.9253,290.4,66,90,1.2,US,1737737884
470,saudarkrokur,65.7461,-19.6394,270.66,88,100,2.51,IS,1737737885
471,mersa matruh,31.3525,27.2453,291.26,63,0,2.06,EG,1737737886
472,port saint john's,-31.6229,29.5448,297.19,85,4,1.82,ZA,1737737887
473,arteche,12.2645,125.4048,298.13,89,35,0.94,PH,1737737888
474,bad aibling,47.8638,12.0106,279.69,73,100,2.39,DE,1737737889
475,kaeng khoi,14.5862,100.9976,296.41,45,25,1.8,TH,1737737890
476,cavan,53.9908,-7.3606,276.4,64,21,7.04,IE,1737737892
477,antsiranana,-12.2787,49.2917,298.39,85,23,1.07,MG,1737737893
478,dera bugti,29.0307,69.151,285.43,17,0,0.92,PK,1737737894
479,zhaoyuan,37.3592,120.3964,272.31,80,26,2.55,CN,1737737895
480,caconda,-13.7333,15.0667,290.89,80,100,1.44,AO,1737737896
481,meadow lakes,61.6247,-149.6011,277.24,88,0,0.89,US,1737737897
482,westport,41.1415,-73.3579,273.79,50,0,3.09,US,1737737898
483,mount pleasant,32.7941,-79.8626,280.98,39,0,3.09,US,1737737720
484,walvis bay,-22.9575,14.5053,295.68,68,27,5.14,NA,1737737901
485,saurimo,-9.6608,20.3916,293.08,90,99,2.3,AO,1737737902
486,tolanaro,-25.0319,46.9987,298.19,94,75,5.14,MG,1737737903
487,tullamore,53.2739,-7.4889,276.01,85,31,5.96,IE,1737737904
488,prieska,-29.6641,22.7474,308.76,11,0,5.02,ZA,1737737905
489,itaituba,-4.2761,-55.9836,301.24,78,75,3.6,BR,1737737906
490,oranjemund,-28.55,16.4333,293.22,75,4,7.85,NA,1737737908
491,dwarka,22.2394,68.9678,294.11,49,0,6.26,IN,1737737909
492,uturoa,-16.7333,-151.4333,300.47,78,60,5.58,PF,1737737910
493,coyhaique,-45.5752,-72.0662,286.17,73,100,4.69,CL,1737737911
494,morelos,18.75,-99.0,296.83,37,1,2.24,MX,1737737912
495,kimbe,-5.5502,150.1429,297.94,92,98,0.94,PG,1737737913
496,erenhot,43.6475,111.9767,266.75,60,88,3.62,CN,1737737915
497,tvoroyri,61.5556,-6.8111,279.04,91,100,14.93,FO,1737737916
498,kietrz,50.0804,18.0043,276.6,94,47,5.33,PL,1737737917
499,tabuk,17.4189,121.4443,294.87,95,55,1.38,PH,1737737918
500,constantia,44.1833,28.65,278.54,75,100,2.95,RO,1737737919
501,kimje,35.8017,126.8889,274.09,54,0,1.35,KR,1737737767
502,belyy yar,53.6039,91.3903,249.09,58,0,3.0,RU,1737737921
503,golyshmanovo,56.3979,68.3728,260.12,80,100,8.52,RU,1737737923
504,gaspe,48.8334,-64.4819,265.27,49,20,6.69,CA,1737737924
505,yerofey pavlovich,53.9667,121.9667,252.98,99,100,0.87,RU,1737737925
506,zemio,5.0314,25.1361,300.73,22,0,1.0,CF,1737737926
507,otegen batyra,43.4278,77.0222,255.46,85,17,2.0,KZ,1737737927
508,caleta de carquin,-11.0925,-77.6267,296.65,75,93,4.7,PE,1737737928
509,namibe,-15.1961,12.1522,297.41,74,100,2.96,AO,1737737929
510,zalari,53.5584,102.5065,251.16,96,100,1.18,RU,1737737930
511,beipiao,41.7919,120.7792,267.2,54,0,1.61,CN,1737737932
512,kavieng,-2.5744,150.7967,300.72,71,44,5.66,PG,1737737933
513,inverell,-29.7833,151.1167,292.1,82,0,1.79,AU,1737737934
514,alotau,-10.3069,150.4462,298.91,92,94,1.92,PG,1737737935
515,vila velha,-20.3297,-40.2925,304.12,58,20,5.66,BR,1737737936
516,coronel dorrego,-38.7187,-61.2873,302.58,27,43,8.82,AR,1737737937
517,nueva ocotepeque,14.4333,-89.1833,295.15,60,20,3.09,HN,1737737938
518,mount pearl,47.5166,-52.7813,272.77,74,75,10.8,CA,1737737940
519,tofol,5.3248,163.0078,300.19,82,98,8.61,FM,1737737941
520,rio verde,21.9333,-99.9833,282.49,84,100,2.95,MX,1737737942
521,interlaken,36.9513,-121.7338,286.75,68,0,0.0,US,1737737943
522,veinticinco de mayo,-35.4323,-60.1727,310.5,24,88,3.41,AR,1737737944
523,kanzakimachi-kanzaki,33.3,130.3667,281.62,61,100,3.14,JP,1737737945
524,jalna,19.8333,75.8833,296.15,31,58,3.05,IN,1737737946
525,akureyri,65.6835,-18.0878,275.11,87,75,2.57,IS,1737737948
526,uruzgan,32.8333,66.0,275.25,40,58,2.64,AF,1737737949
527,naryn,41.4287,75.9911,252.36,62,0,4.61,KG,1737737950
528,mokhsogollokh,61.4681,128.9203,255.82,95,100,2.4,RU,1737737951
529,bridgewater,44.3835,-64.5155,269.97,63,44,8.23,CA,1737737952
530,vidyayevo,69.3191,32.8049,258.29,94,59,4.54,RU,1737737954
531,pama,11.2497,0.7075,308.39,7,17,2.89,BF,1737737955
532,labasa,-16.4167,179.3833,297.99,92,63,2.35,FJ,1737737956
533,torquay,50.4638,-3.5143,281.34,80,100,1.34,GB,1737737957
534,san patricio,28.017,-97.5169,283.88,32,0,2.56,US,1737737958
535,hastings,50.8552,0.5729,282.58,30,100,4.97,GB,1737737959
536,ketchikan,55.3422,-131.6461,278.14,93,94,1.5,US,1737737960
537,nar'yan-mar,67.6713,53.087,246.61,100,100,2.34,RU,1737737961
538,nantucket,41.2835,-70.0995,272.21,55,0,7.16,US,1737737963
539,mu'minobod,38.1085,70.0285,272.5,55,0,5.81,TJ,1737737964
540,katsuura,35.1333,140.3,282.97,85,52,8.1,JP,1737737965
541,myitkyina,25.3833,97.4,289.21,67,0,1.01,MM,1737737966
542,neftcala,39.3742,49.2472,281.73,76,100,2.02,AZ,1737737968
543,waddan,29.1614,16.139,292.91,19,31,3.65,LY,1737737970
544,santo antonio do ica,-3.1022,-67.9397,304.88,53,67,1.0,BR,1737737971
545,auki,-8.7676,160.7034,297.93,89,100,1.83,SB,1737737972
546,silver springs,29.1044,-82.0206,283.68,43,2,1.79,US,1737737973
547,horsham,51.064,-0.3272,282.21,71,0,4.63,GB,1737737974
548,sorong,-0.8833,131.25,300.75,77,91,4.27,ID,1737737976
549,bopolu,7.0667,-10.4875,305.52,44,56,3.68,LR,1737737977
550,al khums,32.6486,14.2619,289.37,67,0,5.79,LY,1737737978
551,ankang,32.68,109.0172,278.26,94,100,0.91,CN,1737737979
552,manicore,-5.8092,-61.3003,297.71,97,95,0.29,BR,1737737980
553,ndele,8.4109,20.6473,302.34,13,4,2.45,CF,1737737981
554,quellon,-43.1167,-73.6167,289.19,64,87,2.32,CL,1737737982
555,brigantine,39.4101,-74.3646,274.85,55,0,4.63,US,1737737984
556,yunyang,33.4474,112.7142,274.32,99,100,5.2,CN,1737737985
557,changshu city,31.6462,120.7422,282.01,66,100,4.58,CN,1737737986
558,praia da vitoria,38.7333,-27.0667,288.29,82,40,7.39,PT,1737737987
559,ratnagiri,16.9833,73.3,297.1,70,100,1.66,IN,1737737988
560,minas de marcona,-15.2119,-75.1103,295.89,54,83,6.11,PE,1737737990
561,ostrov,57.3439,28.3537,274.87,98,100,3.2,RU,1737737992
562,coahuayana de hidalgo,18.7,-103.6583,304.36,30,1,1.97,MX,1737737993
563,lagunas,-5.2269,-75.6753,302.28,59,100,1.43,PE,1737737994
564,bangassou,4.7413,22.8184,300.42,21,15,0.25,CF,1737737995
565,shahr-e kord,32.3256,50.8644,280.02,16,0,3.09,IR,1737737996
566,hirara,24.8,125.2833,293.07,94,40,4.63,JP,1737737950
567,gulf shores,30.246,-87.7008,282.15,51,97,0.45,US,1737737998
568,miquelon,47.0975,-56.3814,273.14,72,100,10.78,PM,1737738000
569,freetown,8.484,-13.2299,301.99,65,20,5.14,SL,1737738002
570,lokhvytsya,50.3678,33.2602,275.21,96,100,2.31,UA,1737738003
571,shakawe,-18.3667,21.85,298.28,57,10,1.97,BW,1737738004
572,wotho,10.1657,166.0102,299.79,67,98,8.65,MH,1737738005
573,el casar,38.5309,-5.9251,285.68,78,100,3.52,ES,1737738006
574,archangelos,36.2149,28.1149,287.77,89,100,2.39,GR,1737738008
575,tsaratanana,-16.7833,47.65,296.84,94,100,2.06,MG,1737738009
576,zungeru,9.8128,6.1558,309.08,12,94,1.09,NG,1737738011
577,ghat,24.9647,10.1728,294.89,10,0,3.52,LY,1737738012
578,cockburn town,21.4612,-71.1419,299.13,83,40,6.17,TC,1737738013
579,badiyah,22.45,58.8,289.13,48,0,1.42,OM,1737738015
580,tuy hoa,13.0833,109.3,291.76,92,100,0.61,VN,1737738016
581,budennovsk,44.7839,44.1658,277.65,83,100,1.47,RU,1737738017
582,fukuecho,32.6881,128.8419,284.56,64,94,12.2,JP,1737738018
583,kaiama,9.6225,3.9481,308.58,11,7,2.46,NG,1737738019
584,jiwani,25.05,61.7417,293.75,36,0,3.33,PK,1737738020
585,kalevala,65.2,31.1667,265.09,96,96,1.26,RU,1737738021
586,eraan,9.0629,117.7016,298.56,87,100,1.3,PH,1737738022
587,disa,24.25,72.1667,289.97,30,0,4.21,IN,1737738024
588,dauphin,51.1494,-100.0502,271.23,80,100,7.2,CA,1737738025
589,kerema,-7.9631,145.7785,298.07,85,100,2.85,PG,1737738027
